Year;TradeFlowName;PartnerName;PartnerISO3;Partner Region;Partner Income Group;ProductCode;TradeValue in 1000 USD
2021;Export;New Zealand;NZL;East Asia & Pacific;High income;94;34142.59
2021;Export;New Zealand;NZL;East Asia & Pacific;High income;95;5787.1
2021;Export;New Zealand;NZL;East Asia & Pacific;High income;96;4110.891
2021;Export;New Zealand;NZL;East Asia & Pacific;High income;97;32.504
2021;Export;New Zealand;NZL;East Asia & Pacific;High income;99;116.684
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;7;2.389
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;10;3.672
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;12;3.225
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;13;3.152
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;15;141.807
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;16;1.198
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;19;77.26
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;20;42.75
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;21;222.078
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;22;425.36
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;27;59.385
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;28;223.783
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;29;108.846
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;30;123.585
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;31;1109.309
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;32;26.686
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;33;1047.74
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;34;131.12
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;35;34.385
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;38;313.999
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;39;1118.031
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;40;14.142
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;41;25.898
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;42;110.06
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;44;69.579
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;48;194.4
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;49;1.568
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;52;31.967
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;55;1.393
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;56;116.502
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;59;9.487
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;60;191.344
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;61;110.467
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;62;53.106
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;63;1.464
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;64;134.621
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;66;3.586
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;67;1.565
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;68;177.462
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;69;337.695
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;70;2.843
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;71;14.123
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;72;44.141
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;73;403.876
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;74;10.172
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;76;241.794
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;82;143.704
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;83;56.502
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;84;10323.071
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;85;777.861
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;87;283.091
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;90;1547.359
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;94;858.083
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;96;11.503
2021;Export;Nicaragua;NIC;Latin America & Caribbean;Lower middle income;99;10.538
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;2;971.566
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;5;6.088
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;18;19.005
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;19;86.698
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;20;203.121
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;21;69.135
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;22;52.026
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;27;158.113
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;29;1.851
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;30;1.585
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;32;10.83
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;34;2.995
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;35;20.385
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;38;56.619
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;39;1581.107
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;40;17.953
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;42;3.334
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;44;41.881
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;48;161.909
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;49;3.454
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;62;10.999
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;63;4673.281
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;69;166.228
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;71;57.602
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;73;475.932
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;74;4.282
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;76;25.129
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;83;91.121
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;84;3970.302
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;85;7157.843
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;87;671.03
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;89;36.984
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;90;699.937
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;94;3073.361
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;95;5.732
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;96;11.368
2021;Export;Niger;NER;Sub-Saharan Africa;Low income;99;17.772
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;2;718.301
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;3;119.53
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;4;193.715
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;6;2.501
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;7;30.122
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;8;766.972
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;9;108.283
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;12;231.22
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;13;181.115
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;15;1244.678
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;16;142.044
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;17;292.304
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;18;1017.191
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;19;439.824
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;20;345.279
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;21;4435.842
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;22;22494.772
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;23;1894.465
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;24;2.176
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;25;1130.427
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;26;63.881
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;27;422057.832
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;28;582.569
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;29;967.33
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;30;10375.195
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;31;3.031
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;32;12139.658
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;33;3524.088
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;34;2505.835
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;35;937.802
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;36;1.886
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;37;15.088
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;38;27188.66
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;39;15500.369
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;40;4522.52
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;41;3495.137
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;42;1764.977
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;43;17.314
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;44;6693.557
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;45;147.604
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;48;8068.661
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;49;85.235
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;50;3.263
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;51;64.995
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;52;311.697
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;53;40.367
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;54;118.511
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;55;9.344
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;56;5241.094
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;57;190.808
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;58;7.473
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;59;645.913
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;60;591.02
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;61;415.415
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;62;1770.353
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;63;1860.137
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;64;9024.278
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;65;23.032
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;66;29.843
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;68;10700.01
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;69;14008.033
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;70;2679.932
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;71;7360.84
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;72;1551.703
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;73;23390.013
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;74;801.488
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;75;32.948
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;76;2888.672
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;78;2.472
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;79;5.458
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;80;1.481
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;81;29.421
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;82;2172.386
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;83;4540.916
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;84;386007.595
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;85;40233.47
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;86;789.685
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;87;13411.983
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;88;7452.006
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;89;4038.854
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;90;10251.053
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;91;55.858
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;92;321.943
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;93;125.826
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;94;25164.341
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;95;560.204
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;96;196.791
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;97;29.587
2021;Export;Nigeria;NGA;Sub-Saharan Africa;Lower middle income;99;495.835
2021;Export;Niue;NIU;Others;Others;61;1.271
2021;Export;Niue;NIU;Others;Others;95;1.237
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;2;3525.991
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;4;1198.969
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;5;23.361
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;6;1413.157
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;7;28.058
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;8;436.963
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;9;8518.646
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;10;169.844
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;11;156.232
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;12;539.781
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;13;323.843
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;14;1.478
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;15;2748.489
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;16;1984.98
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;17;298.47
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;18;2305.342
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;19;5999.641
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;20;1020.582
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;21;6470.345
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;22;2244.887
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;23;1423.449
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;24;1282.32
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;25;447.425
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;26;146.948
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;27;1537.899
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;28;452.217
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;29;874.113
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;30;5710.135
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;31;262.609
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;32;8374.248
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;33;7273.424
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;34;3508.995
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;35;790.234
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;37;11.367
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;38;3583.73
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;39;21586.363
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;40;7195.483
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;41;10566.247
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;42;2619.456
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;43;12.675
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;44;1521.378
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;45;15.183
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;47;1.954
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;48;10635.504
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;49;290.611
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;50;60.491
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;51;1987.076
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;52;3683.687
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;53;858.609
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;54;2044.343
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;55;2141.7
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;56;3504.638
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;57;31.747
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;58;343.536
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;59;2151.589
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;60;3222.869
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;61;2898.06
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;62;2311.982
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;63;294.292
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;64;9167.982
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;65;136.566
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;66;11.431
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;67;2.7
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;68;2678.642
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;69;7660.647
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;70;1521.886
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;71;1759.919
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;72;8093.022
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;73;16191.889
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;74;3335.435
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;76;16681.087
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;78;126.737
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;79;5.377
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;81;3.727
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;82;1063.203
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;83;3688.774
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;84;74063.925
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;85;14597.984
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;86;81.384
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;87;17737.427
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;88;24.398
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;90;5573.731
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;91;35.055
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;92;45.848
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;93;621.633
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;94;8174.503
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;95;2564.173
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;96;1285.718
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;97;3.465
2021;Export;North Macedonia;MKD;Europe & Central Asia;Upper middle income;99;16.785
2021;Export;Norway;NOR;Europe & Central Asia;High income;1;30.751
2021;Export;Norway;NOR;Europe & Central Asia;High income;2;8007.139
2021;Export;Norway;NOR;Europe & Central Asia;High income;4;22893.312
2021;Export;Norway;NOR;Europe & Central Asia;High income;6;1805.937
2021;Export;Norway;NOR;Europe & Central Asia;High income;7;9625.22
2021;Export;Norway;NOR;Europe & Central Asia;High income;8;61564.453
2021;Export;Norway;NOR;Europe & Central Asia;High income;9;5211.149
2021;Export;Norway;NOR;Europe & Central Asia;High income;10;2926.003
2021;Export;Norway;NOR;Europe & Central Asia;High income;11;2379.413
2021;Export;Norway;NOR;Europe & Central Asia;High income;12;566.011
2021;Export;Norway;NOR;Europe & Central Asia;High income;13;901.724
2021;Export;Norway;NOR;Europe & Central Asia;High income;14;195.791
2021;Export;Norway;NOR;Europe & Central Asia;High income;15;7163.717
2021;Export;Norway;NOR;Europe & Central Asia;High income;16;4901.114
2021;Export;Norway;NOR;Europe & Central Asia;High income;17;228.407
2021;Export;Norway;NOR;Europe & Central Asia;High income;18;2394.6
2021;Export;Norway;NOR;Europe & Central Asia;High income;19;55299.968
2021;Export;Norway;NOR;Europe & Central Asia;High income;20;35828.261
2021;Export;Norway;NOR;Europe & Central Asia;High income;21;21851.573
2021;Export;Norway;NOR;Europe & Central Asia;High income;22;155452.932
2021;Export;Norway;NOR;Europe & Central Asia;High income;23;5080.63
2021;Export;Norway;NOR;Europe & Central Asia;High income;24;17.059
2021;Export;Norway;NOR;Europe & Central Asia;High income;25;935.723
2021;Export;Norway;NOR;Europe & Central Asia;High income;26;1712.96
2021;Export;Norway;NOR;Europe & Central Asia;High income;27;12360.74
2021;Export;Norway;NOR;Europe & Central Asia;High income;28;2884.544
2021;Export;Norway;NOR;Europe & Central Asia;High income;29;4895.492
2021;Export;Norway;NOR;Europe & Central Asia;High income;30;6787.51
2021;Export;Norway;NOR;Europe & Central Asia;High income;31;24.116
2021;Export;Norway;NOR;Europe & Central Asia;High income;32;5621.392
2021;Export;Norway;NOR;Europe & Central Asia;High income;33;9018.401
2021;Export;Norway;NOR;Europe & Central Asia;High income;34;4004.76
2021;Export;Norway;NOR;Europe & Central Asia;High income;35;2963.821
2021;Export;Norway;NOR;Europe & Central Asia;High income;36;11.578
2021;Export;Norway;NOR;Europe & Central Asia;High income;37;42.121
2021;Export;Norway;NOR;Europe & Central Asia;High income;38;19533.732
2021;Export;Norway;NOR;Europe & Central Asia;High income;39;75581.501
2021;Export;Norway;NOR;Europe & Central Asia;High income;40;13893.743
2021;Export;Norway;NOR;Europe & Central Asia;High income;41;14721.292
2021;Export;Norway;NOR;Europe & Central Asia;High income;42;6984.935
2021;Export;Norway;NOR;Europe & Central Asia;High income;43;84.47
2021;Export;Norway;NOR;Europe & Central Asia;High income;44;5044.318
2021;Export;Norway;NOR;Europe & Central Asia;High income;45;11.347
2021;Export;Norway;NOR;Europe & Central Asia;High income;46;3.481
2021;Export;Norway;NOR;Europe & Central Asia;High income;48;8706.196
2021;Export;Norway;NOR;Europe & Central Asia;High income;49;1907.097
2021;Export;Norway;NOR;Europe & Central Asia;High income;50;28.367
2021;Export;Norway;NOR;Europe & Central Asia;High income;51;13535.926
2021;Export;Norway;NOR;Europe & Central Asia;High income;52;263.96
2021;Export;Norway;NOR;Europe & Central Asia;High income;53;650.169
2021;Export;Norway;NOR;Europe & Central Asia;High income;54;817.266
2021;Export;Norway;NOR;Europe & Central Asia;High income;55;627.011
2021;Export;Norway;NOR;Europe & Central Asia;High income;56;10854.522
2021;Export;Norway;NOR;Europe & Central Asia;High income;57;1915.884
2021;Export;Norway;NOR;Europe & Central Asia;High income;58;483.685
2021;Export;Norway;NOR;Europe & Central Asia;High income;59;871.185
2021;Export;Norway;NOR;Europe & Central Asia;High income;60;677.495
2021;Export;Norway;NOR;Europe & Central Asia;High income;61;22287.764
2021;Export;Norway;NOR;Europe & Central Asia;High income;62;39519.847
2021;Export;Norway;NOR;Europe & Central Asia;High income;63;3327.196
2021;Export;Norway;NOR;Europe & Central Asia;High income;64;42582.661
2021;Export;Norway;NOR;Europe & Central Asia;High income;65;3414.73
2021;Export;Norway;NOR;Europe & Central Asia;High income;66;235.395
2021;Export;Norway;NOR;Europe & Central Asia;High income;67;220.259
2021;Export;Norway;NOR;Europe & Central Asia;High income;68;10696.209
2021;Export;Norway;NOR;Europe & Central Asia;High income;69;38320.732
2021;Export;Norway;NOR;Europe & Central Asia;High income;70;7543.545
2021;Export;Norway;NOR;Europe & Central Asia;High income;71;8827.129
2021;Export;Norway;NOR;Europe & Central Asia;High income;72;19981.954
2021;Export;Norway;NOR;Europe & Central Asia;High income;73;125330.672
2021;Export;Norway;NOR;Europe & Central Asia;High income;74;8501.793
2021;Export;Norway;NOR;Europe & Central Asia;High income;75;1726.99
2021;Export;Norway;NOR;Europe & Central Asia;High income;76;25518.486
2021;Export;Norway;NOR;Europe & Central Asia;High income;78;47.418
2021;Export;Norway;NOR;Europe & Central Asia;High income;79;140.24
2021;Export;Norway;NOR;Europe & Central Asia;High income;80;17.035
2021;Export;Norway;NOR;Europe & Central Asia;High income;81;3485.829
2021;Export;Norway;NOR;Europe & Central Asia;High income;82;9959.564
2021;Export;Norway;NOR;Europe & Central Asia;High income;83;6307.859
2021;Export;Norway;NOR;Europe & Central Asia;High income;84;585354.533
2021;Export;Norway;NOR;Europe & Central Asia;High income;85;124303.741
2021;Export;Norway;NOR;Europe & Central Asia;High income;86;3580.544
2021;Export;Norway;NOR;Europe & Central Asia;High income;87;125050.789
